Row,ClientId,Surname,ClientSatisfactionScore,ClientCountry,ClientGender,ClientAge,Years,Balance,AveragePurchases,PaymentMethods,IsActiveMember,AverageMonthlyExpense,Exited
110,048B4F75B1904D36,Chidiebele,0.703,Germany,Male,42,9,63.227,1,0,1,1373.1632,0
111,CF58D995C8310D5F,Chung,0.758,Spain,Male,61,2,0,2,1,1,439.8241,0
112,38DF2C87F7492D4C,Munson,0.563,Spain,Male,24,7,0,2,0,0,163.1956,0
113,511449F601A719B0,Day,0.568,Germany,Male,43,5,87.61264,4,1,1,1071.554,1
114,6609B8DB63307E32,Konovalova,0.635,France,Male,42,1,146.76672,2,0,1,1643.571,0
115,A5614D24A421E330,Cocci,0.737,France,Male,54,9,0,1,1,0,834.704,1
116,67F981B36AC99F3C,Gallo,0.658,France,Female,40,7,140.59695,1,0,1,1354.5902,1
117,F76BD8A45A452D42,Zinachukwudi,0.603,France,Male,44,9,0,1,1,0,1383.2824,0
118,660E5015755AC73F,Ifeanacho,0.698,France,Female,51,6,144.23791,4,1,0,1571.4361,1
119,01FA682E5D3D9BC9,Carpenter,0.667,France,Male,27,7,156.81174,1,1,1,1494.0259,0
120,D7C2F04DB47D23AC,Kennedy,0.649,France,Male,33,2,0,2,1,0,20.1098,0
121,BCCF8824D2C60717,Fane,0.769,France,Female,40,9,133.87105,1,1,1,505.6802,0
122,D421A38C6337DF1C,McKay,0.559,France,Female,43,1,0,2,1,1,1966.4587,0
123,B5BFC61881707890,Sherman,0.66,Germany,Male,31,9,125.18975,2,1,1,1398.7443,0
124,DC0342ABD8D06F71,Ignatiev,0.602,France,Female,56,3,115.89522,3,1,0,41.7617,1
125,6BA9FDB726EB59BD,Bell,0.729,France,Female,36,8,109.1068,1,0,0,1213.1112,0
126,9F095BCEB53D8915,Goloubev,0.613,Spain,Female,32,0,0,2,0,1,1266.7562,0
127,C5143345B1986566,Hung,0.727,Spain,Male,71,8,0,1,1,1,1984.4691,1
128,6E5C01EC564ED53B,Munro,0.619,Spain,Male,46,8,62.40048,1,1,1,1324.9839,1
129,B6B8F1BABC34ED9E,Sherman,0.759,France,Female,33,2,0,2,1,0,565.8388,0
130,33EAE6BDF918D11E,Jude,0.759,France,Male,42,4,105.42018,1,0,1,1214.0906,0
131,B41D00808C899696,Tseng,0.815,Spain,Female,39,6,0,1,1,1,851.6788,0
132,DB22E560DB84C59A,Rogers,0.582,Spain,Female,46,8,67.56331,1,1,0,445.0609,1
133,4AC375400030C592,Harris,0.416,France,Male,32,0,0,2,0,1,8.7887,0
134,88A06A5C5803F83D,Azuka,0.593,France,Male,36,2,70.18148,2,1,0,806.0812,0
135,B39A5D91A9F96C79,Shen,0.542,France,Female,42,1,0,1,1,1,1782.5658,1
136,DD7DE2FD4ED76EA2,Urban,0.698,France,Female,57,9,111.35955,2,1,0,1057.1501,0
137,4B7F9DF609281244,Landman,0.573,Spain,Female,44,4,0,1,1,1,948.6293,0
138,716377369872F3F2,Uspenskaya,0.634,Germany,Male,37,1,89.69684,2,1,1,1931.7988,0
139,2945CB7478A00672,Clements,0.695,France,Male,45,3,0,2,1,1,307.9361,0
140,377F59C3739A68AA,Dellucci,0.685,Germany,Male,43,9,108.58947,2,0,1,1948.0851,0
141,F95E0CFAE0F0DB46,Chalmers,0.598,France,Female,34,4,0,2,0,0,608.9426,0
142,D2E91E73F15D7AED,Forlonge,0.754,Spain,Male,40,2,160.62517,1,0,1,35.5463,0
143,D199B9B4960D90BC,Rubensohn,0.744,France,Male,47,9,0,2,1,0,1131.6317,0
144,FEEFE0632AE6CC00,Duke,0.588,France,Female,36,2,0,2,1,0,925.36,1
145,021529E7BA42E4F1,Senior,0.612,France,Female,35,3,0,1,1,1,481.0872,0
146,B0D575E997D75453,Buccho,0.775,France,Male,31,9,0,2,1,0,1692.7851,0
147,F140B4366EBD991C,Denisov,0.727,Germany,Male,58,5,106.91343,1,1,0,258.81,1
148,DC8BAFBA3BAA03CA,Peng,0.691,Germany,Female,41,8,109.15396,3,1,1,1488.4876,1
149,F9071842E2877A89,Jen,0.574,France,Female,33,3,134.34857,1,1,0,631.6399,0
150,BD73B42FFA77C324,Page,0.733,France,Male,42,9,150.50721,1,0,1,1699.6412,0
151,1375A514D2EAFEB8,Bell,0.452,France,Male,35,4,148.17244,1,1,1,41.7568,0
152,155719066DAF4F5F,Lawrence,0.486,Spain,Male,24,1,0,1,1,0,988.0276,0
153,E5C0B2B4E5F7DF6F,Benson,0.423,France,Female,36,5,97.66561,1,1,0,1183.7255,1
154,13F64601B2372EF9,Liardet,0.617,Germany,Male,44,9,49.15709,2,1,0,532.9417,0
155,3FE43BA3E0D3FB7F,Bogolyubova,0.696,France,Male,44,8,161.88979,1,0,0,755.6247,0
156,E9375795B5D138CD,Cox,0.706,France,Female,35,8,178.03253,1,0,1,421.8168,0
157,9D60BB6B5168BB6B,Scott,0.754,Spain,Female,50,7,146.77744,2,0,1,1506.8552,0
158,40A22056ABBDA9C8,Edwards,0.643,France,Male,39,7,0,2,1,1,1703.9259,0
159,44E934751422D15C,Bryant,0.791,France,Female,31,10,75.49924,1,1,0,221.8414,0
160,C8E803F4F6848875,Chapman,0.69,France,Male,39,6,0,2,1,0,1605.3288,0
161,0D8CFA82863A9CCA,Esposito,0.597,France,Male,44,8,78.12813,2,0,1,1091.5304,0
162,229DFEC4D1225BB7,Carpenter,0.483,France,Female,44,5,136.83649,1,1,0,1923.599,1
163,57B4B2DE93E8C6F4,Onyekaozulu,0.498,Germany,Female,44,2,120.70267,2,1,1,981.7574,0
164,BC4210BEB2B48BBF,Su,0.731,France,Male,29,5,179.5392,1,0,0,1120.1002,0
165,164BB7B1983D45FA,McDonald,0.835,Germany,Female,47,5,108.28928,2,1,1,458.5955,1
166,0FCA4D9CF530C4A2,Page,0.611,Germany,Female,40,7,128.48691,2,1,0,101.0947,0
167,6E851F857F8790A4,Ch'eng,0.608,France,Female,47,6,0,1,1,1,1260.1257,0
168,8CD509EFA52F6895,Stone,0.739,France,Male,41,5,0,2,0,0,1438.8225,0
169,38BD08D3F6B54FB6,Shen,0.709,France,Female,24,3,110.94941,1,1,1,1685.1561,0
170,20404B9A30362979,Chukwujekwu,0.727,France,Male,62,5,0,2,0,1,386.5296,0
171,ADF66F0C7901C3E5,Nicholls,0.712,France,Female,42,1,87.84298,1,0,0,922.2359,0
172,FD9399A658039BED,Udinesi,0.55,Spain,Male,34,3,0,2,0,0,1312.8128,0
173,5AA367928DA94BEE,Gill,0.598,France,Male,48,6,120.68253,1,1,0,306.3552,1
174,B2D6F12D905E3568,Shaw,0.727,Spain,Female,31,10,96.99709,2,0,0,766.1404,0
175,0369295B572AF431,Maclean,0.745,Spain,Female,38,7,0,2,1,1,1942.3082,0
176,0B0EA9552604BA00,Ijendu,0.749,France,Male,24,1,0,3,1,1,479.1103,0
177,6B454500B214F152,Barry,0.456,Spain,Male,32,9,147.50625,1,1,1,1353.9921,0
178,0B87A82A96A05887,Gunson,0.606,France,Male,40,6,119.50188,2,1,0,467.7494,0
179,7D5258CD99AFF21D,Kolesnikova,0.574,France,Female,34,7,152.99291,1,1,1,1346.912,0
180,B0885B117F6E6945,Morant,0.633,Spain,Female,33,4,92.85502,1,1,1,1598.1318,0
181,6817B614AA81A12C,Ekwueme,0.652,Spain,Female,42,3,83.49207,2,1,0,379.1412,0
182,14F245D55AF0F327,Matveyeva,0.625,France,Female,39,3,130.78692,1,0,1,1213.1607,0
183,5989F3745332140E,Jibunoh,0.807,Spain,Female,43,0,0,2,0,1,855.2324,0
184,0AD609606E33485A,Trouette,0.683,France,Female,42,4,148.28394,1,1,1,446.9263,1
185,634B586292D3157F,Pisani,0.591,Germany,Male,46,4,129.26927,1,1,0,1635.0433,0
186,D894C463016E20EE,Igwebuike,0.522,Germany,Female,25,5,94.04992,2,1,0,1032.69,0
187,6EC87CDA60B8CD57,Martin,0.696,Spain,Male,24,9,0,1,0,0,108.8352,0
188,A87F8632B50D6DF7,Ricci,0.634,France,Female,37,7,51.5825,2,1,1,1843.1288,0
189,F2BF34ECAC2C4D97,O'Brien,0.656,France,Female,45,7,145.93327,1,1,1,1993.9214,0
190,59032673299A6962,Jamieson,0.85,Spain,Male,33,3,100.47646,2,1,1,1365.3913,0
191,1C7C673B2692BE4A,Tan,0.77,Germany,Male,45,4,110.76568,1,1,0,261.6374,1
192,023D4BF26BA7362A,Robinson,0.703,France,Female,33,8,190.56665,1,1,1,799.9714,0
193,19AB71649DB5C946,Fraser,0.49,France,Male,34,5,122.9529,2,0,0,1543.6097,0
194,3C25F78CF4750A9A,Rahman,0.614,Spain,Male,66,2,0,2,0,1,1800.827,0
195,3AE834AFB8F377DD,Steinhoff,0.673,Spain,Female,37,8,0,2,1,1,1833.1879,0
196,156C482BBACCF4CF,Doyle,0.438,Germany,Male,31,8,78.39869,1,1,0,449.3701,0
197,AE00D9B358D5697C,Murray,0.531,France,Male,29,3,114.59058,1,0,0,755.8548,0
198,19AD3D6C00AA191A,Smalley,0.47,Spain,Male,34,9,0,2,0,1,890.1367,0
199,7C6818E15BED0C4F,Watkins,0.805,France,Male,39,2,0,1,0,0,1666.5032,0
200,9E5D150E0569B17D,Geoghegan,0.431,Germany,Male,45,5,83.62455,2,0,0,368.9962,0
201,444C15F4BA711931,Savage,0.571,France,Male,40,10,112.89686,1,1,1,1214.0253,0
202,E472BF975360F532,Childs,0.45,Spain,Female,34,2,0,2,1,0,1754.8093,0
203,740328A6919FE522,Li Fonti,0.418,France,Male,28,7,98.73892,1,1,0,1221.9022,0
204,F6284275DFDAC9F7,Overby,0.693,Spain,Female,39,0,0,2,0,0,819.016,0
205,D3236EB97C5AE2DD,Nwabugwu,0.633,France,Female,39,9,129.18915,2,0,0,1709.9883,0
206,5CA4473C241F834E,Brady,0.85,Spain,Male,38,2,94.65204,1,1,1,1719.6076,0
207,FDEBFD4CFFE7DA61,George,0.541,France,Male,36,5,0,2,1,0,1247.9584,0
208,673C2DD4CD2A579C,Quinn,0.74,France,Male,44,9,0,1,0,1,965.28,1
209,E6D2E487ED8B26FA,Greco,0.673,Germany,Female,77,10,76.51052,2,0,1,595.9566,0
210,2CF2C1CBDEF8BFDD,Douglas,0.797,France,Male,29,1,0,1,0,1,1499.9132,0
211,946C41285307004B,Li,0.645,France,Female,48,7,90.61234,1,1,1,1491.3913,0
212,FF3693930941892B,Romani,0.816,Spain,Male,67,6,151.85898,1,1,1,728.1431,0
213,83F383E2DE0DF19C,Loggia,0.606,Germany,Female,41,4,132.67053,1,1,0,1564.7636,1
214,76293A7382EB2EF3,H?,0.717,France,Female,36,5,0,2,1,1,1455.516,0
215,9BFCDA1EE1E12649,Frankland,0.56,Spain,Female,43,4,95.14044,2,1,0,1231.8144,1
216,43F84427425251D1,Howe,0.575,Spain,Male,28,7,0,1,1,1,106.6605,0
217,D9C919054E87B6F6,Henderson,0.781,France,Male,20,0,125.0231,2,1,1,1083.0145,0
218,F3F49C979922EBF3,Ogbonnaya,0.678,Germany,Female,43,2,153.39318,2,1,1,1938.2827,0
219,C6F038C8C8EE34C5,Watt,0.608,France,Male,50,6,0,1,1,0,935.6877,1
220,7CB89584239769D6,Tudawali,0.521,France,Female,41,2,0,2,1,1,1130.8943,0
221,18A69B961482FFB9,Fiorentino,0.706,Germany,Female,46,7,111.28818,1,1,1,1491.7025,1
222,4C03DDC1F7B423DD,Lockett,0.794,Spain,Female,28,5,0,2,0,1,866.9998,0
223,5C641EBCCB7FC822,Romani,0.75,Spain,Female,37,2,113.81706,1,0,0,883.3374,0
224,BF1F6B493DCED98E,Barber,0.72,Germany,Male,46,3,97.0426,1,1,1,1335.1651,1
225,0A9AE4C0B195666A,Lucchesi,0.483,France,Male,27,1,77.80566,1,1,1,21.0189,0
226,A972DB19FE9561C3,Clayton,0.461,France,Male,51,9,119.88984,1,0,0,567.6767,1
227,24DD957C02402BD1,Lavrov,0.717,France,Female,76,9,138.48966,1,1,1,684.0014,0
228,A54480F121E0F66D,Lo,0.585,France,Male,55,10,106.41557,3,1,1,1229.6098,1
229,ED8CE74FF9398E51,Douglas,0.578,Germany,Male,34,8,147.48723,2,1,0,666.8077,0
230,0D7049B9BB963195,Ugochukwu,0.7,France,Male,38,9,65.96263,1,1,1,1009.5048,0
231,91AA7EDE93197BB5,Onwudiwe,0.797,Spain,Male,59,4,129.32144,1,1,1,936.2455,0
232,B3BDD58EAABB4619,Jones,0.564,France,Male,26,7,84.00688,2,0,0,1834.9099,0
233,1ACF5F982F12CAF2,Nnaife,0.606,France,Male,36,1,155.65546,1,1,1,1923.8751,1
234,D93E9549ECBD1B43,Gartrell,0.654,France,Male,40,6,0,1,0,0,1838.7288,1
235,4C85222AFFD85C0B,Glover,0.667,France,Male,48,2,0,1,1,0,432.292,0
236,1D5550C88C3FC7C3,Obialo,0.748,France,Male,44,2,92.91152,1,0,1,854.9524,0
237,8948C305DF691382,Lo Duca,0.798,France,Male,28,3,0,2,1,0,23.0527,0
238,389B92FBCBED197D,Taylor,0.762,France,Male,53,1,102.52037,1,1,1,1701.954,0
239,8AD39E56648F8483,Lee,0.62,France,Male,32,6,0,2,1,0,561.3909,0
240,14B527DC3E78A7DE,Murphy,0.591,France,Female,33,4,113.74337,1,1,0,1246.2508,0
241,7D64AEBB3CB1A71F,Romani,0.728,France,Male,37,0,0,2,1,1,722.038,0
242,180A62E95EF825E6,Zuev,0.73,France,Male,39,1,116.5376,1,0,0,1456.796,0
243,13247A6DCF6DCD39,Sutherland,0.846,France,Female,34,10,142.38861,2,0,1,683.9364,1
244,A278C7254C5D57D1,Chiazagomekpele,0.63,France,Male,42,6,0,2,1,0,1626.9793,0
245,FCB767F9A87F4744,Quinn,0.603,Germany,Male,44,6,108.12239,2,1,0,1084.8833,1
246,BF3579D1E1F80147,Patterson,0.68,Spain,Female,58,8,0,2,1,1,657.085,0
247,19801A7CBBABC143,She,0.508,France,Female,41,5,0,2,1,1,941.7084,0
248,EAA94D06619A01D5,Bowen,0.738,Spain,Male,44,2,0,2,1,0,430.1882,1
249,8B4F1BB3DBFEF169,Udinese,0.712,Spain,Male,27,10,0,1,1,0,945.4488,0
250,F542AB1FDE87B4C0,Miracle,0.663,France,Male,24,7,0,2,1,1,1663.1082,0
251,0ED5892C54D9B052,Ch'ang,0.648,Spain,Female,49,10,0,2,1,1,1598.3578,1
252,88A41544EDE987DA,Davidson,0.85,France,Male,31,6,131.99666,2,1,1,1787.4743,0
253,EA70F55CC8A9A934,Younger,0.625,France,Male,45,7,137.55544,1,0,0,1246.077,0
254,D2F7A28BB1A9A950,Ross,0.677,France,Male,58,9,0,1,0,1,1686.504,0
255,2300FAEA5FA01361,Fedorov,0.68,France,Male,34,9,0,2,1,1,956.866,0
256,CEA81CB6342CDD10,Eames,0.565,Germany,Male,59,9,69.12959,1,1,1,1707.0553,0
257,D9C97DDEFE6E576E,Okeke,0.698,Germany,Female,40,8,150.7771,1,1,0,1147.3262,0
258,7AD0D23F68010BE7,Lorenzo,0.678,France,Male,60,8,185.64856,1,0,0,1921.5654,1
259,EE3EB865D8D6F3D1,Onuchukwu,0.792,Spain,Male,25,8,142.86221,1,1,1,1306.3901,0
260,A4930755D61E3B30,Ledford,0.605,Spain,Female,48,6,0,2,1,1,400.6299,0
261,88046D0B63C26C1D,Rutherford,0.512,France,Male,43,1,0,2,1,1,524.7136,0
262,909BFA568BA91867,McVey,0.781,France,Female,48,0,57.09896,1,1,0,856.4406,1
263,C4FB4FEC434AB2E1,Lucchese,0.639,France,Male,32,9,0,2,1,0,1113.4036,0
264,4552F9CB6E1245E9,Bradley,0.764,Germany,Male,34,6,108.76027,2,1,0,1663.2479,1
265,9500139CF55868D5,Denisova,0.533,Germany,Female,22,10,115.7436,1,0,0,438.5205,0
266,B27BA65D0CBF2A5E,Piccio,0.646,France,Male,30,7,0,2,1,0,1535.6697,0
267,4DCC02188A907127,Tran,0.641,France,Male,57,5,0,2,1,1,1224.4918,0
268,6B1043A337AFD008,Lane,0.655,France,Female,41,5,0,1,0,0,365.48,1
269,D16339D9C40AE403,Astorga,0.773,France,Male,41,4,0,2,1,1,249.2492,0
270,CAF18FEAB87B7438,King,0.707,France,Female,42,10,0,2,1,1,1529.4439,0
271,6F1FB4B0EA71FE9C,Lo,0.655,Spain,Male,38,3,250.89809,3,0,1,810.54,1
272,B1A2B58829AA220F,Castiglione,0.556,Spain,Female,48,8,168.52237,1,1,1,1513.1016,0
273,0393DECC2DF3F7D7,Young,0.716,Germany,Female,39,10,115.30131,1,1,0,435.274,1
274,75620E62201FD766,Gallagher,0.706,Germany,Male,34,0,140.64126,2,1,1,772.7191,0
